"","WARD","COUNTY","STATUS","TYPE"
"248","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"249","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"250","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"251","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"252","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"253","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"254","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"255","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"256","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"257","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"258","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"259","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"260","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"261","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"262","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"263","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"264","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"265","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"266","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"267","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"268","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"269","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"270","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"271","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"272","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"273","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"274","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"275","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"276","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"277","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"278","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"279","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"280","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"281","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"282","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"283","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"284","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"285","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"286","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"287","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"288","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"289","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"290","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"291","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"292","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"293","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"294","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"295","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"296","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"297","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"298","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"299","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"300","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"301","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"302","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"303","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"304","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"305","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"306","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"307","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"308","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"309","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"310","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"311","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"312","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"313","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"314","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"315","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"316","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"317","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"318","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"319","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"320","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"321","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"322","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"323","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"324","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"325","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"326","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"327","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"328","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"329","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"330","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"331","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"332","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"333","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"334","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"335","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"336","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"337","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"338","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"339","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"340","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"341","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"342","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"343","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"344","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"345","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"346","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"347","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"348","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"349","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"350","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"351","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"352","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"353","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"354","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"355","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"356","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"357","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"358","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"359","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"360","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"361","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"362","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"363","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"364","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"365","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"366","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"367","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"368","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"369","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"370","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"371","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"372","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"373","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"374","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"375","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"376","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"377","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"378","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"379","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"380","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"381","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"382","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"383","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"384","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"385","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"386","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"387","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"388","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"389","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"390","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"391","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"392","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"393","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"394","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"395","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"396","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"397","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"398","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"399","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"400","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"401","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"402","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"403","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"404","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"405","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"406","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"407","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"408","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"409","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"410","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"411","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"412","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"413","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"414","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"415","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"416","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"417","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"418","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"419","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"420","KIAMWANGI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"421","NDARUGU","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"422","NDARUGU","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"423","NDARUGU","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"424","NDARUGU","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"425","NDARUGU","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"426","NDARUGU","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"427","NDARUGU","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"428","NDARUGU","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"429","NDARUGU","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"430","NDARUGU","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"431","NDARUGU","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"432","NDARUGU","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"433","NDARUGU","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"434","NDARUGU","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"435","NDARUGU","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"436","NDARUGU","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"437","NDARUGU","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"438","NGENDA","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"439","NGENDA","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"440","NGENDA","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"441","NGENDA","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"442","NGENDA","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"443","NGENDA","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"444","NGENDA","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"445","NGENDA","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"446","NGENDA","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"447","NGENDA","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"448","NGENDA","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"449","NGENDA","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"450","NGENDA","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"451","NGENDA","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"452","NGENDA","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"453","NGENDA","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"454","NGENDA","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"455","NGENDA","KIAMBU COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"458","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"459","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"460","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"461","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"462","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"463","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"464","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"465","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"466","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"467","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"468","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"469","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"470","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"471","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"472","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"473","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"474","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"475","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"476","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"477","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"478","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"479","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"480","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"481","KAMOTHAI","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"482","IKINU","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"483","IKINU","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"484","IKINU","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"485","IKINU","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"486","IKINU","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"487","IKINU","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"488","IKINU","KIAMBU COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
